time,band,magnitude,e_magnitude,diffmaglim,telescope
58912.40413190005,r,19.474300384521484,0.14761200547218323,,ZTF
58912.28075229982,g,19.757099151611328,0.2224379926919937,,ZTF
58912.242870400194,g,20.010299682617188,0.22055700421333313,,ZTF
58912.21848380007,r,19.73189926147461,0.2552799880504608,,ZTF
58909.32893519988,r,19.65329933166504,0.15267199277877808,,ZTF
58909.29136569984,g,20.029499053955078,0.4229680001735687,,ZTF
58909.28899310017,g,19.58329963684082,0.3036920130252838,,ZTF
58906.30603010021,g,19.780500411987305,0.16725000739097595,,ZTF
58906.28607639996,g,19.843799591064453,0.2061759978532791,,ZTF
58906.237939800136,r,19.631099700927734,0.16951000690460205,,ZTF
58906.23747690022,r,19.53030014038086,0.1436610072851181,,ZTF
58903.33065970009,g,19.625499725341797,0.15407900512218475,,ZTF
58903.278472200036,g,19.823200225830078,0.17045600712299347,,ZTF
58903.27800930012,g,19.65519905090332,0.15615999698638916,,ZTF
58903.22307869978,r,19.48699951171875,0.1604519933462143,,ZTF
58903.22260419978,r,19.467100143432617,0.13871699571609497,,ZTF
58900.239965300076,r,19.468299865722656,0.1714480072259903,,ZTF
58900.23358799983,r,19.38610076904297,0.11232300102710724,,ZTF
58899.27776619978,r,19.365800857543945,0.17133699357509613,,ZTF
58899.27729169978,r,19.39739990234375,0.12614500522613525,,ZTF
58898.348819400184,r,19.385900497436523,0.1396930068731308,,ZTF
58898.32374999998,r,19.42959976196289,0.11501199752092361,,ZTF
58898.2865046002,g,19.643199920654297,0.16085900366306305,,ZTF
58898.260254600085,g,19.686599731445312,0.12693500518798828,,ZTF
58896.309479199816,r,19.312299728393555,0.13631600141525269,,ZTF
58896.28376160003,r,19.433500289916992,0.10532999783754349,,ZTF
58896.23548609996,g,19.5132999420166,0.14822599291801453,,ZTF
58895.28987269988,r,19.2987003326416,0.1574220061302185,,ZTF
58895.268194399774,r,19.3971004486084,0.12466300278902054,,ZTF
58895.24624999985,g,19.472700119018555,0.15128600597381592,,ZTF
58895.22416670015,g,19.541000366210938,0.15551599860191345,,ZTF
58894.331412000116,g,19.479999542236328,0.15439000725746155,,ZTF
58894.32209490007,g,19.452999114990234,0.12816999852657318,,ZTF
58894.30818289984,g,19.515399932861328,0.13395999372005463,,ZTF
58894.307256899774,g,19.47100067138672,0.11659099906682968,,ZTF
58894.2796180998,r,19.255599975585938,0.15283800661563873,,ZTF
58894.278680600226,r,19.295400619506836,0.11761999875307083,,ZTF
58894.26723380014,r,19.350200653076172,0.11860699951648712,,ZTF
58894.266307900194,r,19.372900009155273,0.11896400153636932,,ZTF
58893.33165509999,r,19.397899627685547,0.12293300032615662,,ZTF
58893.327129600104,r,19.327800750732422,0.1499750018119812,,ZTF
58893.280578699894,r,19.353300094604492,0.1288049966096878,,ZTF
58893.28011569986,r,19.31049919128418,0.15577200055122375,,ZTF
58893.240011599846,g,19.40290069580078,0.1261730045080185,,ZTF
58893.238622699864,g,19.483800888061523,0.1551399976015091,,ZTF
58892.24760420015,r,19.32309913635254,0.12854799628257751,,ZTF
58891.32348380005,r,19.3523006439209,0.18862900137901306,,ZTF
58891.32254630001,r,19.357500076293945,0.16364100575447083,,ZTF
58891.30413189996,r,19.193099975585938,0.1421090066432953,,ZTF
58891.29791670013,r,19.3346004486084,0.17754000425338745,,ZTF
58891.23907409981,g,19.445199966430664,0.1865299940109253,,ZTF
58891.23613430001,g,19.471099853515625,0.17560499906539917,,ZTF
58891.21719910018,g,19.34160041809082,0.19460199773311615,,ZTF
58891.216273100115,g,19.441600799560547,0.17771600186824799,,ZTF
58890.44030090002,r,19.276199340820312,0.35962700843811035,,ZTF
58890.420080999844,r,19.278900146484375,0.20378200709819794,,ZTF
58890.30130789988,g,19.528799057006836,0.25719401240348816,,ZTF
58888.25857640011,g,19.06450080871582,0.2710550129413605,,ZTF
58887.268321800046,g,19.40530014038086,0.2352219969034195,,ZTF
58886.428310200106,g,19.380699157714844,0.23789599537849426,,ZTF
58886.42738430016,g,19.221399307250977,0.1592089980840683,,ZTF
58886.30701390002,r,19.361600875854492,0.2154500037431717,,ZTF
58886.29888889985,r,19.18120002746582,0.16487599909305573,,ZTF
58886.27774310019,r,19.206600189208984,0.20060299336910248,,ZTF
58886.27684029983,r,19.28820037841797,0.16967199742794037,,ZTF
58886.241666700225,g,19.267000198364258,0.19953800737857819,,ZTF
58885.30969909998,g,19.368900299072266,0.28174200654029846,,ZTF
58885.309224499855,g,19.40239906311035,0.21804599463939667,,ZTF
58885.2448148001,r,19.085899353027344,0.2289630025625229,,ZTF
58885.22678240016,r,19.350000381469727,0.24601000547409058,,ZTF
58884.491238399874,r,19.19099998474121,0.1611199975013733,,ZTF
58884.300451400224,g,19.27280044555664,0.181551992893219,,ZTF
58884.29997690022,g,19.5674991607666,0.23711200058460236,,ZTF
58884.24310189998,r,18.99799919128418,0.19735200703144073,,ZTF
58883.45541669987,g,19.266199111938477,0.1599549949169159,,ZTF
58883.45495369984,g,19.31220054626465,0.15048600733280182,,ZTF
58883.444282399956,g,19.32550048828125,0.15065599977970123,,ZTF
58883.44381939992,g,19.19659996032715,0.1719760000705719,,ZTF
58883.283321800176,r,19.16080093383789,0.14747700095176697,,ZTF
58883.27709490014,r,19.23940086364746,0.1648239940404892,,ZTF
58883.26554400008,r,19.211700439453125,0.21664400398731232,,ZTF
58883.26373839984,r,19.34950065612793,0.21500200033187866,,ZTF
58881.4462731001,g,19.292299270629883,0.1872909963130951,,ZTF
58881.36732639978,r,19.265300750732422,0.13974399864673615,,ZTF
