time,band,magnitude,e_magnitude,diffmaglim,telescope
59435.36113430001,r,20.54129981994629,0.1790979951620102,,ZTF
59430.40716439998,g,20.538700103759766,0.22868800163269043,,ZTF
59430.37895830022,r,20.103099822998047,0.14085300266742706,,ZTF
59428.42710650014,g,20.083999633789062,0.1824609935283661,,ZTF
59428.3832291998,r,19.84269905090332,0.10931699723005295,,ZTF
59426.40575229982,r,19.821300506591797,0.14553500711917877,,ZTF
59426.38576389989,g,19.867399215698242,0.16638000309467316,,ZTF
59424.42601849977,g,19.665800094604492,0.19136999547481537,,ZTF
59414.444629599806,r,19.64699935913086,0.1119220033288002,,ZTF
59414.4224537001,g,19.72480010986328,0.11846599727869034,,ZTF
59411.45688659977,r,19.613800048828125,0.11763700097799301,,ZTF
59411.401504599955,g,19.5,0.12229699641466141,,ZTF
59409.44613429997,r,19.569000244140625,0.10721500217914581,,ZTF
59409.4212962999,g,19.55459976196289,0.12631000578403473,,ZTF
59407.42268519988,r,19.539400100708008,0.16975800693035126,,ZTF
59405.44388889987,g,19.503799438476562,0.12818799912929535,,ZTF
59405.42368059978,r,19.566299438476562,0.09492199867963791,,ZTF
59403.4220718001,r,19.545799255371094,0.1002030000090599,,ZTF
59403.39914349979,g,19.470399856567383,0.13089600205421448,,ZTF
59401.43565970007,r,19.549400329589844,0.13140200078487396,,ZTF
59399.38520829985,r,19.466899871826172,0.09235499799251556,,ZTF
59396.43439809978,g,19.272899627685547,0.1611589938402176,,ZTF
59396.402338000014,r,19.572599411010742,0.15151900053024292,,ZTF
59393.45842589997,r,19.474599838256836,0.12344600260257721,,ZTF
59391.44219909981,g,19.35759925842285,0.22289100289344788,,ZTF
59391.4034258998,r,19.345600128173828,0.18766599893569946,,ZTF
59386.45774309989,g,19.471099853515625,0.145578995347023,,ZTF
59386.380949100014,r,19.49180030822754,0.25783899426460266,,ZTF
59384.38556709979,g,19.62660026550293,0.27152499556541443,,ZTF
59384.36177079985,r,19.738399505615234,0.21138599514961243,,ZTF
59377.45548610017,g,19.8351993560791,0.15361599624156952,,ZTF
59377.43265049998,r,19.9424991607666,0.12439200282096863,,ZTF
59375.432708300184,g,20.001300811767578,0.18209700286388397,,ZTF
59375.414236099925,r,20.043699264526367,0.18415799736976624,,ZTF
59373.44061340019,g,19.957700729370117,0.1756410002708435,,ZTF
59373.404178199824,r,20.421899795532227,0.2556839883327484,,ZTF
59377.587813,c,19.727693,0.172747,,ATLAS
59381.583454,c,19.650563,0.158155,,ATLAS
59403.577313,c,19.613535,0.159676,,ATLAS
59415.537431,c,19.510313,0.147969,,ATLAS
59386.578571,o,19.614753,0.204244,,ATLAS
59387.587949,o,19.5403,0.195761,,ATLAS
59396.607266,o,19.481797,0.206501,,ATLAS
59400.538714,o,19.581519,0.193269,,ATLAS
59404.5311,o,19.549093,0.18866,,ATLAS
59409.561731,o,19.592442,0.196427,,ATLAS
59510.391242873055,i,23.1733,1.2242311246928277,,Pan-STARRS
59536.39013607337,i,21.729074999999998,0.5660243538635653,,Pan-STARRS
59837.523572410544,i,24.220950000000002,0.5325221169115889,,Pan-STARRS
59386.572750442,w,19.641225,0.019595981730956,,Pan-STARRS
59403.5360664485,w,19.545575,0.02129559813670507,,Pan-STARRS
59435.59189073933,w,20.762125,0.14735891274933666,,Pan-STARRS
59436.45250001455,w,20.86905,0.03486036431249594,,Pan-STARRS
59492.31129364147,w,23.052850000000003,0.6338952200482353,,Pan-STARRS
59501.2912376503,w,22.6688,0.672168,,Pan-STARRS
59518.23688170232,w,23.459175000000002,0.28898507891123565,,Pan-STARRS
59823.5684433577,w,24.693150000000003,0.6204862004911963,,Pan-STARRS
59847.29569456885,w,24.7194,1.429628490202961,,Pan-STARRS
59853.295165727235,w,24.121866666666666,1.0248127357392343,,Pan-STARRS
59883.2867918015,w,28.4287,113.719,,Pan-STARRS
59907.33042314323,w,24.4127,0.9535903523001884,,Pan-STARRS
