local_designation ps1_designation id followup_flag_date
10L3P2ffz PS20lzs 1092111561641514300 2020-12-07
10L3P2fkl PS20lds 1085650261400454500 2020-12-08
10L3P2fsr PS20mri 1024548381003818200 2020-12-08
10L3P2fgb PS20lzt 1011305691153046700 2020-12-08
10L3P2ftp PS20lvf 1033141230042829600 2020-12-08
10L3P2fta PS20nwm 1025552740030201200 2020-12-08
10L3P2fgc PS20lrr 1032226970034907100 2020-12-08
10L3P2fth PS20mgp 1025833620000108800 2020-12-08
10L3P2flu PS20lvy 1030450710011050000 2020-12-08
10L3P2ftk PS20mln 1034046460012316800 2020-12-08
10L3P2ftl PS20nwt 1023029391000232200 2020-12-08
10L3P2fsy PS20nwl 1023530111005600500 2020-12-08
10L3P2fid PS20nql 1020649061011017000 2020-12-08
10L3P2fss PS20nwg 1020714991035906400 2020-12-08
10L3P2fsu PS20nwi 1021322111034105600 2020-12-08
10L3P2fkb PS20nro 1022805711025704900 2020-12-08
10L3P2ftm PS20nwu 1021244491022743400 2020-12-08
10L3P2ftn PS20nwv 1042409161025652400 2020-12-08
10L3P2fti PS20nwr 1045815311020127700 2020-12-08
10L3P2ftj PS20nws 1045541611022018700 2020-12-08
10L3P2fsv PS20muf 1043323741042508400 2020-12-08
10L3P2fgd PS20lur 1025459021040337000 2020-12-08
10L3P2fjp PS20nrg 1042134881062352900 2020-12-08
10L3P2ftc PS20nwn 1045832521072631800 2020-12-08
10L3P2fky PS20lal 1010938341114157500 2020-12-08
10L3P2fkn PS20nru 1021248961062559400 2020-12-08
10L3P2ftd PS20nwo 1012353171113953000 2020-12-08
10L3P2fsz PS20lgg 1013305641081617400 2020-12-08
10L3P2fsx PS20nwk 1014801561111314900 2020-12-08
10L3P2fto PS20mfj 1015750881093510400 2020-12-08
10L3P2ftq PS20nnl 1010708051132515300 2020-12-08
10L3P2fst PS20nwh 1015832481085811200 2020-12-08
10L3P2flf PS20nsf 1045744611085311100 2020-12-08
10L3P2fsq PS20lwy 1012400281140502600 2020-12-08
10L3P2ftg PS20lxk 1012729671135028700 2020-12-08
10L3P2fte PS20nwp 1013802541131029700 2020-12-08
10L3P2fkz PS20nsc 1020056121141451400 2020-12-08
10L3P2ftf PS20nwq 1014313141120820600 2020-12-08
10L3P2fsw PS20nwj 1015726791085459800 2020-12-08
10L3P2fga PS20khr 1013356751134313700 2020-12-08
10L3P2ffy PS20lys 1132049761313704400 2020-12-08
10L3P2fsp PS20nwf 1130147441323605900 2020-12-08
10L3P2fvm PS21cj 1084134381552750700 2020-12-08
10L3P2fgf PS20khn 1002055741215149000 2020-12-10
10L3P2fjw PS20nrm 1073247281290704200 2020-12-10
10L3P2fjc PS20nqy 1230718531163132400 2020-12-10
10L3P2fsa PS20mss 1011026491370726800 2020-12-10
10L3P2flt PS20nsm 1031439691253426800 2020-12-10
10L3P2fld PS20msr 1011730661360059400 2020-12-10
10L3P2fsj PS20mve 1004450721341533000 2020-12-10
10L3P2frv PS20nvt 1221907590124750100 2020-12-10
10L3P2fgk PS20mcb 1043218970111818300 2020-12-10
10L3P2fru PS20mea 1000345441101814300 2020-12-10
10L3P2fok PS20myf 1234213961110441200 2020-12-10
10L3P2fsi PS20nwa 1031529061095657400 2020-12-10
10L3P2fsn PS20nwd 1000131661090057000 2020-12-10
10L3P2fsb PS20nvx 1231333191101550600 2020-12-10
10L3P2fml PS20nss 1231919091080559900 2020-12-10
10L3P2fsc PS20lik 1233751351100549800 2020-12-10
10L3P2fkp PS20meu 1002816401165439600 2020-12-10
10L3P2foo PS20ntz 1234221891133245800 2020-12-10
10L3P2frz PS20nvw 1235241501194345700 2020-12-10
10L3P2fsl PS20mqx 1024207721185153300 2020-12-10
10L3P2fsm PS20nwc 1005250901211332500 2020-12-10
10L3P2fso PS20nwe 1230946201185834700 2020-12-10
10L3P2fjb PS20nqx 1235924931223435800 2020-12-10
10L3P2fsk PS20nwb 1023318541201452800 2020-12-10
10L3P2fig PS20nqm 1232338231204110700 2020-12-10
10L3P2fsg PS20nvz 1070746821205348500 2020-12-10
10L3P2flq PS20mom 1020117081240414700 2020-12-10
10L3P2fse PS20lvj 1073949411242228900 2020-12-10
10L3P2frx PS20nvu 1004811571261244700 2020-12-10
10L3P2fsd PS20nvy 1073053891281648300 2020-12-10
10L3P2fry PS20nvv 1065738921280131600 2020-12-10
10L3P2fom PS20nty 1075913861294737200 2020-12-10
10L3P2fon PS20lfs 1092059891302053500 2020-12-10
10L3P2fvp PS21fq 1011219741394804200 2020-12-10
10L3P2fku PS20nrz 1011752491411918500 2020-12-10
10L3P2fmk PS20nsr 1015209101425211400 2020-12-10
10L3P2flp PS20mgs 1094022881483519000 2020-12-10
10L3P2fsf PS20mwt 1103806821483025300 2020-12-10
10L3P2fgg PS20mbg 1100336891451756800 2020-12-10
10L3P2flb PS20mhe 1100321721025019700 2020-12-11
10L3P2fgz PS20mlt 1103828531054000200 2020-12-11
10L3P2frd PS20nvj 1092153141365905100 2020-12-11
10L3P2fvu PS21pb 1080627651200608500 2020-12-11
10L3P2fro PS20nvp 1042655840040842300 2020-12-11
10L3P2fjq PS20nrh 1074209361573307100 2020-12-11
10L3P2fjy PS20lqu 1050847531060009200 2020-12-11
10L3P2fof PS20ntt 1051752121042524000 2020-12-11
10L3P2fjf PS20nra 1045310281213326400 2020-12-11
10L3P2fuv PS20nxm 1004000170143525300 2020-12-11
10L3P2fjz PS20lmo 1093053121441950800 2020-12-11
10L3P2fqw PS20mvu 1093733531370632300 2020-12-11
10L3P2fqy PS20nvf 1004606130071943000 2020-12-11
10L3P2frk PS20njs 1043333690043757600 2020-12-11
10L3P2fko PS20nis 1040704490032200400 2020-12-11
10L3P2frh PS20nvl 1041025850011058600 2020-12-11
10L3P2fri PS20mwm 1050311020031615800 2020-12-11
10L3P2fkx PS20nsb 1103911890001646400 2020-12-11
10L3P2frc PS20nvi 1010240021032054300 2020-12-11
10L3P2fgt PS20kyf 1011259261010224400 2020-12-11
10L3P2fgw PS20kyg 1010803501010841500 2020-12-11
10L3P2frf PS20mag 1013534621002927200 2020-12-11
10L3P2frs PS20nvr 1101807801004441800 2020-12-11
10L3P2fvr PS21fx 1104249791005259200 2020-12-11
10L3P2fjo PS20nrf 1012013581060902500 2020-12-11
10L3P2fmj PS20nsq 1104730691030728300 2020-12-11
10L3P2frb PS20lyt 1013159931070139300 2020-12-11
10L3P2frp PS20meq 1010343341043432100 2020-12-11
10L3P2fra PS20nvh 1052246791061350800 2020-12-11
10L3P2frl PS20lpv 1013800861055714400 2020-12-11
10L3P2flj PS20nsh 1104510191045659300 2020-12-11
10L3P2frr PS20nvq 1095453381074240700 2020-12-11
10L3P2frt PS20nvs 1100741661082536500 2020-12-11
10L3P2frn PS20nvo 1051635051063228000 2020-12-11
10L3P2fre PS20nvk 1104359211074544300 2020-12-11
10L3P2fqz PS20nvg 1080730751155502300 2020-12-11
10L3P2foi PS20ntw 1043755711193005300 2020-12-11
10L3P2fgv PS20mdg 1105259701043644700 2020-12-11
10L3P2fog PS20ntu 1084808791195038400 2020-12-11
10L3P2fnq PS20ntk 1080005081221748300 2020-12-11
10L3P2fmi PS20nsp 1083113471184309100 2020-12-11
10L3P2foh PS20ntv 1084834161214842400 2020-12-11
10L3P2fkv PS20mqg 1040723171250027200 2020-12-11
10L3P2fjt PS20ngh 1035156671240906600 2020-12-11
10L3P2fgi PS20mbp 1100009471382725300 2020-12-11
10L3P2frg PS20min 1091238591422941000 2020-12-11
10L3P2frm PS20nvn 1095100621401449300 2020-12-11
10L3P2fqx PS20nve 1075301061444227600 2020-12-11
10L3P2fgl PS20mcg 1080420301561807400 2020-12-11
10L3P2frj PS20nvm 1095114831371431700 2020-12-11
10L3P2fjj PS20nrd 1072653181515223700 2020-12-11
10L3P2fvo PS21fp 1073433541515144000 2020-12-11
10L3P2flr PS20lhu 1040359431283711300 2020-12-12
10L3P2fqt PS20nvd 1083950761303733000 2020-12-12
10L3P2fmr PS20nsv 1112305271404656000 2020-12-12
10L3P2fjx PS20nrn 1041342631041513300 2020-12-12
10L3P2fgq PS20mcu 1094456061310545700 2020-12-12
10L3P2fmh PS20mwx 1020941470064413400 2020-12-12
10L3P2fqo PS20mgj 1022638930071947300 2020-12-12
10L3P2fjs PS20nrj 1015818000072016600 2020-12-12
10L3P2fmg PS20lwn 1024025470011148400 2020-12-12
10L3P2fqm PS20mfo 1030726851014723300 2020-12-12
10L3P2fqk PS20nuz 1042056421032106200 2020-12-12
10L3P2fgr PS20lwg 1030720611042325900 2020-12-12
10L3P2fqe PS20mnj 1035030781053745300 2020-12-12
10L3P2fqh PS20nuw 1040500441051300100 2020-12-12
10L3P2fqg PS20nuv 1045043981071927700 2020-12-12
10L3P2fqi PS20nux 1025959411111037900 2020-12-12
10L3P2fqu PS20mry 1074122371161535800 2020-12-12
10L3P2fli PS20mgd 1074643671180648800 2020-12-12
10L3P2fqq PS20nvb 1025143791132358900 2020-12-12
10L3P2fqj PS20nuy 1084610261275829600 2020-12-12
10L3P2fgs PS20mde 1094114121260518800 2020-12-12
10L3P2foe PS20nts 1093106421261606400 2020-12-12
10L3P2fjv PS20nrl 1083908821285945800 2020-12-12
10L3P2fil PS20nqq 1083342661302311300 2020-12-12
10L3P2fqd PS20nuu 1074637931253049100 2020-12-12
10L3P2fod PS20myr 1090037551295508200 2020-12-12
10L3P2fql PS20nva 1030533171375145100 2020-12-12
10L3P2fqp PS20mua 1083428041292811700 2020-12-12
10L3P2fqf PS20llr 1083938431292439900 2020-12-12
10L3P2fvv PS21ra 1110811111345403200 2020-12-12
10L3P2fmf PS20nbj 1084510011293218600 2020-12-12
10L3P2fqs PS20nvc 1115757091431300800 2020-12-12
10L3P2foc PS20ntr 1115537851434642100 2020-12-12
10L3P2fqr PS20mxg 1094426841331344500 2020-12-12
10L3P2fqb PS20nus 1112049971074421100 2020-12-13
10L3P2fix PS20mjm 1010708150130146200 2020-12-13
10L3P2fhb PS20mlv 1010034040080700600 2020-12-13
10L3P2fpr PS20mad 1015253210094419400 2020-12-13
10L3P2fgp PS20lxh 1012438570093557200 2020-12-13
10L3P2fgx PS20may 1003744600051221700 2020-12-13
10L3P2fpx PS20mub 1001833940015552400 2020-12-13
10L3P2fha PS20mlu 1003418110023337100 2020-12-13
10L3P2fqa PS20lyr 1001805630030709600 2020-12-13
10L3P2fiz PS20lzi 1051501590025438200 2020-12-13
10L3P2fji PS20nrc 1022116391023042300 2020-12-13
10L3P2fpw PS20nup 1114030321012257900 2020-12-13
10L3P2fqc PS20nut 1113926461000523300 2020-12-13
10L3P2fpz PS20nur 1113444481024956000 2020-12-13
10L3P2fiw PS20nqv 1021850981072025400 2020-12-13
10L3P2fpy PS20nuq 1115218221075329700 2020-12-13
10L3P2fii PS20nqo 1111851711041655400 2020-12-13
10L3P2fgn PS20mdc 1111831841064428800 2020-12-13
10L3P2fpv PS20nuo 1115731671030009200 2020-12-13
10L3P2fiq PS20nao 1082325281100820400 2020-12-13
10L3P2fme PS20nkm 1085230281152037500 2020-12-13
10L3P2fir PS20nqt 1095651531214622900 2020-12-13
10L3P2fmd PS20nso 1094237431241807500 2020-12-13
10L3P2fgy PS20mhi 1094423971225844900 2020-12-13
10L3P2fgo PS20mdd 1092602251243118100 2020-12-13
10L3P2fif PS20nmw 1090157831134519200 2020-12-13
10L3P2fim PS20nqr 1104114491300505500 2020-12-13
10L3P2fgu PS20mdf 1024857191410202400 2020-12-13
10L3P2fkk PS20nrs 1100031221253757100 2020-12-13
10L3P2fpj PS20nui 1092620391015244000 2020-12-23
10L3P2fiy PS20nqw 1095459631195203200 2020-12-23
10L3P2fih PS20nqn 1093152701175648200 2020-12-23
10L3P2flo PS20nsj 1061317890155331400 2020-12-23
10L3P2fhd PS20mnh 1100346710155434000 2020-12-23
10L3P2fnz PS20nto 1105210780131958100 2020-12-23
10L3P2fpo PS20njo 1111630970142706000 2020-12-23
10L3P2fhe PS20mcx 1115346800125719800 2020-12-23
10L3P2fmc PS20mye 1095609860092349600 2020-12-23
10L3P2fpp PS20num 1104603190100054200 2020-12-23
10L3P2fpq PS20nun 1103904580092126400 2020-12-23
10L3P2fkd PS20mjx 1115047190141645600 2020-12-23
10L3P2fph PS20nin 1105530650124930100 2020-12-23
10L3P2fjg PS20nrb 1104456740091707000 2020-12-23
10L3P2fpm PS20nuk 1095943820084744000 2020-12-23
10L3P2fny PS20mhn 1115318210122324900 2020-12-23
10L3P2fln PS20nsi 1105029530083709000 2020-12-23
10L3P2fpk PS20nuj 1103816650083311200 2020-12-23
10L3P2fnx PS20ntn 1103437070090900000 2020-12-23
10L3P2fob PS20ntq 1103942450083228000 2020-12-23
10L3P2fhc PS20mhj 1115041220101338900 2020-12-23
10L3P2fvn PS21dt 1090302801015025700 2020-12-23
10L3P2foa PS20ntp 1092446951025352500 2020-12-23
10L3P2fje PS20nqz 1102008610072941400 2020-12-23
10L3P2fjk PS20nhv 1095430491061518300 2020-12-23
10L3P2fpn PS20nul 1090516211063517900 2020-12-23
10L3P2fpi PS20nuh 1094317411072558000 2020-12-23
10L3P2fpg PS20nug 1094025391164446300 2020-12-23
10L3P2fjr PS20nri 1090446621162216600 2020-12-23
10L3P2fvx PS21bng 1093946131191307500 2020-12-23
10L3P2fip PS20nqs 1085914881225145600 2020-12-23
10L3P2fhh PS20mnx 1101016641075720200 2020-12-24
10L3P2foz PS20mjn 1093419721114025900 2020-12-24
10L3P2fie PS20nlc 1083106851535915500 2020-12-24
10L3P2fhg PS20mng 1062953201540824800 2020-12-24
10L3P2fke PS20mec 1081933211452216700 2020-12-24
10L3P2fnr PS20nmy 1090338331144343400 2020-12-24
10L3P2fou PS20nub 1085019760121052500 2020-12-24
10L3P2flw PS20mmw 1084621180123921600 2020-12-24
10L3P2fpe PS20mml 1090313230120054200 2020-12-24
10L3P2fjm PS20mct 1083614780133026600 2020-12-24
10L3P2for PS20mpf 1082933250115151800 2020-12-24
10L3P2fhl PS20mcv 1080542080094852200 2020-12-24
10L3P2fkr PS20nrw 1083429630103316000 2020-12-24
10L3P2fpc PS20nmf 1084434090115602400 2020-12-24
10L3P2fjh PS20nck 1081606250081917500 2020-12-24
10L3P2fpd PS20nue 1084259700124854700 2020-12-24
10L3P2fhm PS20mpk 1083619890110108100 2020-12-24
10L3P2fmt PS20nsw 1081647540091939500 2020-12-24
10L3P2fov PS20nuc 1085335030083014400 2020-12-24
10L3P2fmb PS20mqz 1051020601062019800 2020-12-24
10L3P2fpf PS20nuf 1111315071033239600 2020-12-24
10L3P2fla PS20nsd 1111205101011705100 2020-12-24
10L3P2fjn PS20nre 1103545271062105800 2020-12-24
10L3P2flh PS20nsg 1112545351062213100 2020-12-24
10L3P2fpb PS20nud 1112929561055010800 2020-12-24
10L3P2fhq PS20mpn 1103502181043242900 2020-12-24
10L3P2fkw PS20nsa 1091445051080153600 2020-12-24
10L3P2fvt PS21on 1110523961072701000 2020-12-24
10L3P2foj PS20ntx 1114635311072807600 2020-12-24
10L3P2fks PS20nrx 1092223391114118500 2020-12-24
10L3P2fnw PS20ntm 1090622231092828000 2020-12-24
10L3P2fnv PS20nli 1092208311091724600 2020-12-24
10L3P2fnn PS20nti 1093018451084641700 2020-12-24
10L3P2fhf PS20mnn 1095718621151411200 2020-12-24
10L3P2fot PS20nua 1091932401143645100 2020-12-24
10L3P2flm PS20kio 1091212761145639100 2020-12-24
10L3P2foq PS20nll 1093016851144249300 2020-12-24
10L3P2fnm PS20mci 1092749811141934200 2020-12-24
10L3P2fhi PS20mny 1092800261140716600 2020-12-24
10L3P2fnl PS20nth 1093702401103834700 2020-12-24
10L3P2fkt PS20nry 1063929961511537100 2020-12-24
10L3P2fho PS20mpm 1083225991562753600 2020-12-24
10L3P2fkq PS20nrv 1095336081142538900 2020-12-24
10L3P2fhk PS20mnz 1081616741372413800 2020-12-24
10L3P2fnk PS20mge 1044140840233724400 2020-12-25
10L3P2fnj PS20meg 1044830640210627300 2020-12-25
10L3P2fiv PS20nqu 1050504900202643000 2020-12-25
10L3P2flk PS20ou 1092619860072830000 2020-12-25
10L3P2fhs PS20mrc 1093436570024052100 2020-12-25
10L3P2fma PS20nsn 1090017390012434900 2020-12-25
10L3P2flz PS20nhg 1094235610032924600 2020-12-25
10L3P2fhn PS20mpl 1115326211105347300 2020-12-25
10L3P2fni PS20ntg 1093849270062022700 2020-12-25
10L3P2fnh PS20ntf 1112110101112443800 2020-12-25
10L3P2flc PS20nse 1094833250072701000 2020-12-25
10L3P2fng PS20nte 1095341331010738400 2020-12-25
10L3P2fhr PS20mpo 1080649841235703700 2020-12-25
10L3P2fib PS20nqk 1083155941155412100 2020-12-25
10L3P2fnf PS20ntd 1080701541394227600 2020-12-25
10L3P2fnu PS20ntl 1081925441310612400 2020-12-26
10L3P2fhp PS20mhf 1092235971305940600 2020-12-26
10L3P2fhy PS20nqi 1101223590092136000 2020-12-26
10L3P2fly PS20mmr 1055752730213308500 2020-12-26
10L3P2fne PS20ntc 1101700230104717800 2020-12-26
10L3P2fnd PS20ntb 1102522920105039900 2020-12-26
10L3P2fhz PS20nqj 1100555700061823700 2020-12-26
10L3P2fnc PS20nta 1100953880060404100 2020-12-26
10L3P2fnb PS20nsz 1103533740012812600 2020-12-26
10L3P2flx PS20mbn 1100201920020102100 2020-12-26
10L3P2fna PS20nkc 1110129400031122700 2020-12-26
10L3P2fmx PS20mmc 1101619610013058600 2020-12-26
10L3P2fmy PS20nou 1090527781310922000 2020-12-26
10L3P2fmw PS20nsy 1100808931002029500 2020-12-26
10L3P2fht PS20moa 1103639211372820000 2020-12-27
10L3P2fns PS20mxx 1104209341393408300 2020-12-27
10L3P2fkh PS20nrq 1104340641395655700 2020-12-27
10L3P2fmu PS20nsx 1103947451404320800 2020-12-27
10L3P2fhx PS20nnu 1013814511363634400 2020-12-29
10L3P2fux PS20nxo 1063146750173709700 2020-12-30
10L3P2fuw PS20nxn 1085107450105551800 2020-12-30
11A3P2aae PS21l 1013755861303703900 2021-01-03
11A3P2aar PS21cs 1080159051623006500 2021-01-04
11A3P2aab PS20nxs 1133932491295952900 2021-01-04
11A3P2aac PS21q 1131037781363743600 2021-01-04
11A3P2aag PS21bx 1133233721372952800 2021-01-04
11A3P2aaf PS21r 1134710691340521500 2021-01-04
11A3P2aan PS20mxw 1092348151302521200 2021-01-05
11A3P2aad PS20mps 1091743021440611600 2021-01-05
11A3P2aaq PS21cr 1092109521412241200 2021-01-05
11A3P2aai PS20hxj 1080612671355348100 2021-01-06
11A3P2aam PS21ci 1140818121321334400 2021-01-06
11A3P2aal PS21cb 1103026681401501900 2021-01-07
11A3P2aat PS20mma 1135343911334749000 2021-01-08
11A3P2aas PS21db 1135405331333457500 2021-01-08
11A3P2aau PS21dc 1103828581391956100 2021-01-08
11A3P2aav PS21do 1141357841313320600 2021-01-09
11A3P2aaw PS21bw 1122627001311320400 2021-01-13
11A3P2aaz PS21jk 1141105730211147400 2021-01-18
11A3P2aax PS21jj 1141513310141537000 2021-01-18
11A3P2aba PS21jl 1143348070172743300 2021-01-18
11A3P2abf PS21pf 1104433771413427200 2021-01-24
11A3P2fnf PS21gq 1143043751291052500 2021-01-25
11A3P2abe PS21pe 1144836170135905600 2021-01-25
11A3P2abd PS21pd 1145046350075023800 2021-01-25
11A3P2abc PS21pc 1114639501421201100 2021-01-25
11A3P2abw PS21wj 1013139171314134100 2021-01-30
11A3P2abh PS20lwk 1120349531294301700 2021-01-30
11B3P2abi PS21wg 1121000861504215500 2021-02-01
11B3P2abq PS21dl 1102922061502525400 2021-02-01
11B3P2abv PS21wi 1131341781571544100 2021-02-02
11B3P2amd PS21bmn 1113009941455251000 2021-02-02
11B3P2abr PS21wh 1152126851364604000 2021-02-02
11B3P2abp PS20jci 1152817101395650600 2021-02-02
11B3P2abs PS21wf 1132251401514412800 2021-02-02
11B3P2abx PS21xf 1015345851300253500 2021-02-06
11B3P2aby PS20mxb 1134727701345435000 2021-02-08
11B3P2acl PS20jja 1032825961135626200 2021-02-15
11B3P2aca PS20nnv 1024017821022537700 2021-02-15
11B3P2ach PS21add 1030409941013603800 2021-02-15
11B3P2bfw PS21ll 1065110381522139800 2021-02-15
11B3P2acc PS20mkl 1014511130152529800 2021-02-15
11B3P2acp PS21adg 1012356290110001900 2021-02-15
11B3P2aci PS21ade 1015241880071720500 2021-02-15
11B3P2acj PS21du 1014845930074819200 2021-02-15
11B3P2acr PS21adi 1014829480100249300 2021-02-15
11B3P2ack PS21fb 1022955941033701100 2021-02-15
11B3P2awq PS21cmm 1032046061013931700 2021-02-15
11B3P2beg PS21cqw 1034327811011506400 2021-02-15
11B3P2acb PS21ada 1045713941005708000 2021-02-15
11B3P2amr PS21bnr 1021045611052747100 2021-02-15
11B3P2bjd PS21px 1033118751075757900 2021-02-15
11B3P2acd PS21dv 1045339271061802300 2021-02-15
11B3P2ace PS21adb 1025905451071822400 2021-02-15
11B3P2anl PS21bqi 1045233381065452400 2021-02-15
11B3P2acg PS21adc 1052034201063321300 2021-02-15
11B3P2acf PS21io 1034606681111523300 2021-02-15
11B3P2acq PS21adh 1031934951044536500 2021-02-15
11B3P2acm PS21kn 1040313821135839400 2021-02-15
11B3P2acn PS20maw 1045153921130558700 2021-02-15
11B3P2aco PS21adf 1075509851440752300 2021-02-15
11B3P2bgi PS21crt 1080801711504829900 2021-02-16
11B3P2adm PS21adu 1001009031092935600 2021-02-16
11B3P2acx PS21t 1024816450101507500 2021-02-16
11B3P2afh PS20mne 1014629091133759800 2021-02-16
11B3P2apx PS21bxc 1015746111021712400 2021-02-16
11B3P2acy PS21adp 1080643671530923100 2021-02-16
11B3P2axa PS21cmq 1020506030085327600 2021-02-16
11B3P2anr PS20nmp 1083435581442550900 2021-02-16
11B3P2adf PS21adq 1023518960034855100 2021-02-16
11B3P2adq PS20nnj 1053338690090158800 2021-02-16
11B3P2azm PS21az 1011216591332023400 2021-02-16
11B3P2biv PS21agl 1094112281300146900 2021-02-16
11B3P2adr PS21rq 1054301420112059100 2021-02-16
11B3P2bcg PS21cpu 1020314481033054200 2021-02-16
11B3P2bex PS21crk 1073223281343715500 2021-02-16
11B3P2apu PS21ok 1052446020084737900 2021-02-16
11B3P2bhe PS21h 1010927441014948900 2021-02-16
11B3P2acu PS21adk 1012052271044744100 2021-02-16
11B3P2bjb PS21csx 1010023161073026000 2021-02-16
11B3P2adn PS20lzd 1015405871070858600 2021-02-16
11B3P2bez PS21crl 1003652481083802800 2021-02-16
11B3P2aeg PS20mfu 1005351291101439100 2021-02-16
11B3P2ahv PS21akp 1010403351102822600 2021-02-16
11B3P2awm PS21cmk 1030231701100750700 2021-02-16
11B3P2ads PS21adw 1015654651120257800 2021-02-16
11B3P2bft PS20niv 1004358881152419400 2021-02-16
11B3P2ajm PS21aqt 1025805861120451900 2021-02-16
11B3P2ask PS21cdi 1014845381131923100 2021-02-16
11B3P2adt PS21adx 1013003271114848800 2021-02-16
11B3P2bbu PS20nnc 1014600071124051500 2021-02-16
11B3P2axm PS21cmx 1012457381145439600 2021-02-16
11B3P2aeb PS21eq 1021536091155618000 2021-02-16
11B3P2act PS21adj 1015215931143628400 2021-02-16
11B3P2bfm PS20mcf 1033150281151237900 2021-02-16
11B3P2awi PS21cmg 1004859001162128800 2021-02-16
11B3P2anw PS21brq 1014005471161622400 2021-02-16
11B3P2adu PS21ady 1015735161195243600 2021-02-16
11B3P2bbc PS21cpa 1235958831172312700 2021-02-16
11B3P2bga PS21crr 1014939671164146400 2021-02-16
11B3P2bca PS21gz 1021756721180219700 2021-02-16
11B3P2bby PS21hg 1021752731181609300 2021-02-16
11B3P2bfr PS20mhx 1014533361195135600 2021-02-16
11B3P2aff PS21aew 1015137441192317200 2021-02-16
11B3P2bgp PS21crw 1015428651181052400 2021-02-16
11B3P2acs PS21ai 1033757921192245900 2021-02-16
11B3P2bbs PS21hw 1031111831192418600 2021-02-16
11B3P2aeh PS21aea 1003015691220602000 2021-02-16
11B3P2beh PS21cqx 1000300141201226100 2021-02-16
11B3P2axi PS21cmu 1005510611202057200 2021-02-16
11B3P2bbm PS21cph 1021358611200420600 2021-02-16
11B3P2axn PS21cmy 1013014791230003900 2021-02-16
11B3P2aef PS21adz 1003859991213945900 2021-02-16
11B3P2acv PS21he 1020153831233301500 2021-02-16
11B3P2axq PS21gx 1023335001231334800 2021-02-16
11B3P2bja PS21rv 1033656311201653500 2021-02-16
11B3P2bbv PS21cpo 1025317101203441900 2021-02-16
11B3P2bfv PS21crq 1040010681232256400 2021-02-16
11B3P2apq PS21bwx 1040425261234901400 2021-02-16
11B3P2afs PS21afc 1010410141245237900 2021-02-16
11B3P2atf PS21cdw 1011613521263420200 2021-02-16
11B3P2acw PS21adl 1012243031265204100 2021-02-16
11B3P2azq PS21cop 1031801401243635400 2021-02-16
11B3P2biz PS21bks 1032256771213224100 2021-02-16
11B3P2apn PS20mds 1023508401270717300 2021-02-16
11B3P2bfs PS20mkg 1021742311264146500 2021-02-16
11B3P2bgb PS21nw 1072626881334201600 2021-02-16
11B3P2bam PS21cow 1025349241340650700 2021-02-16
11B3P2biy PS21csw 1010731401253412900 2021-02-16
11B3P2aea PS21es 1021948481282739100 2021-02-16
11B3P2adw PS21ev 1025942881330934900 2021-02-16
11B3P2axh PS21cmt 1071458541343542400 2021-02-16
11B3P2axb PS20mhd 1074131851420519900 2021-02-16
11B3P2bjc PS21gf 1074302601391454900 2021-02-16
11B3P2adp PS21o 1074708581432921000 2021-02-16
11B3P2awg PS21cme 1024112880142923900 2021-02-16
11B3P2axy PS21cnd 1015407790141153600 2021-02-16
11B3P2afq PS21y 1024011830084859700 2021-02-16
11B3P2add PS21bc 1020932680100306400 2021-02-16
11B3P2ama PS21bmi 1025044990065045100 2021-02-16
11B3P2adc PS20nlw 1044222710043332700 2021-02-16
11B3P2ani PS21bpo 1100348300075323100 2021-02-16
11B3P2adi PS21ads 1104841520061929900 2021-02-16
11B3P2ade PS21cw 1020241020063426300 2021-02-16
11B3P2bgd PS21bf 1042420730025034200 2021-02-16
11B3P2biu PS21bs 1023009540020605100 2021-02-16
11B3P2bgo PS21bp 1044843700032126900 2021-02-16
11B3P2bap PS21bfb 1105749540051551000 2021-02-16
11B3P2afp PS21bo 1024827610013435500 2021-02-16
11B3P2agq PS21ajv 1024149071003452800 2021-02-16
11B3P2bfz PS20nmd 1040856330005751500 2021-02-16
11B3P2afu PS21go 1105855741012556300 2021-02-16
11B3P2bix PS21csv 1035353661050457600 2021-02-16
11B3P2acz PS21abt 1120254071053653200 2021-02-16
11B3P2adl PS21adt 1110558731072001800 2021-02-16
11B3P2ado PS21adv 1111307921050419300 2021-02-16
11B3P2ams PS21bnt 1094314691102241200 2021-02-16
11B3P2bgs PS21crz 1033228231054608000 2021-02-16
11B3P2adj PS21ig 1095955101130242300 2021-02-16
11B3P2anj PS21bpr 1083159641193018100 2021-02-16
11B3P2bei PS21cqy 1093703711165735300 2021-02-16
11B3P2ada PS21gd 1115118011181935600 2021-02-16
11B3P2adz PS21aaw 1112848291204738600 2021-02-16
11B3P2awf PS21amt 1113822011220715600 2021-02-16
11B3P2amt PS21bnu 1102227281273013500 2021-02-16
11B3P2afn PS21afb 1071137921260949200 2021-02-16
11B3P2ady PS21jm 1081909681244656800 2021-02-16
11B3P2agv PS21ajx 1115357771223945200 2021-02-16
11B3P2ayj PS21cng 1035406651310711300 2021-02-16
11B3P2adh PS21adr 1071115271262612800 2021-02-16
11B3P2bal PS21cov 1021442441390251300 2021-02-16
11B3P2azd PS21cnu 1020203771384855500 2021-02-16
11B3P2bgk PS21oz 1023807961355729200 2021-02-16
11B3P2bat PS21ac 1023657411412636900 2021-02-16
11B3P2bfy PS20nko 1022629521411605800 2021-02-16
