time,band,magnitude,e_magnitude,diffmaglim,telescope
59701.45150459977,g,20.665700912475586,0.3117290139198303,,ZTF
59701.45104169985,g,20.803699493408203,0.312281996011734,,ZTF
59701.404675900005,g,20.33930015563965,0.28046199679374695,,ZTF
59698.44880789984,g,20.436800003051758,0.2524630129337311,,ZTF
58380.34065969987,g,19.948200225830078,0.20028699934482574,,ZTF
58379.32714120019,g,19.83930015563965,0.18062099814414978,,ZTF
58377.25810190011,g,19.60650062561035,0.142303004860878,,ZTF
58376.29032409983,g,19.58919906616211,0.12420099973678589,,ZTF
58374.25288189994,g,19.386699676513672,0.14250899851322174,,ZTF
58373.25737270014,g,19.29400062561035,0.09499499946832657,,ZTF
58371.270972200204,g,19.112499237060547,0.08565200120210648,,ZTF
58370.2453935002,g,18.95989990234375,0.0923829972743988,,ZTF
58368.255949100014,g,18.806699752807617,0.10066100209951401,,ZTF
58367.27690970013,g,18.813899993896484,0.08689899742603302,,ZTF
58364.25443289988,g,18.604299545288086,0.09427700191736221,,ZTF
58361.2245139,g,18.467300415039062,0.12767599523067474,,ZTF
58352.36173610017,g,18.475200653076172,0.08471500128507614,,ZTF
58350.340682900045,g,18.503299713134766,0.07054299861192703,,ZTF
58349.3681481001,g,18.59429931640625,0.10293400287628174,,ZTF
58347.34918980021,g,18.65959930419922,0.09235700219869614,,ZTF
58346.32045139978,g,18.820600509643555,0.09612499922513962,,ZTF
58344.356678199954,g,18.9689998626709,0.0998380035161972,,ZTF
58343.39009260014,g,19.159500122070312,0.1541540026664734,,ZTF
58343.504921,c,19.257952,0.110296,,ATLAS
58351.492457,o,18.651763,0.095763,,ATLAS
58361.453673,o,18.510804,0.07121,,ATLAS
58365.448939,o,18.780061,0.110929,,ATLAS
58367.43481,o,18.649943,0.090744,,ATLAS
58369.428589,o,18.738292,0.116894,,ATLAS
58371.437539,o,18.810357,0.104509,,ATLAS
58377.417399,o,19.134678,0.152719,,ATLAS
58379.419065,o,19.09935,0.149765,,ATLAS
58383.417624,o,19.104637,0.2123,,ATLAS
